Species	med	q025	q975	mass	medPred	q025Pred	q975Pred
Giraffa_tippelskirchi	-0.397535962152931	-0.517342084453576	-0.273303590455022	5.95424000017507	-0.357856012840673	-0.400834694253089	-0.31589761324121
Gorilla_beringei_beringei	-0.467040663204639	-0.577538489139563	-0.354754193960728	5.11394335230684	-0.272047379611838	-0.295467357841142	-0.246478680598803
Gorilla_beringei_graueri	-0.456047060771323	-0.56832022898961	-0.340952198772759	5.11394335230684	-0.272047379611838	-0.295467357841142	-0.246478680598803
Gorilla_gorilla_diehli	-0.293565337999907	-0.418825921747581	-0.176338681608969	5.0826058726979	-0.268946655620536	-0.292362318859953	-0.242940416455412
Gorilla_gorilla_gorilla	-0.2556319840711	-0.368218146636944	-0.139714734538453	5.0826058726979	-0.268946655620536	-0.292362318859953	-0.242940416455412
Helarctos_malayanus_dnaZoo	-0.241237948559668	-0.360503594128699	-0.129805739599594	4.66745295288995	-0.22661768825027	-0.260286978944352	-0.19390321989613
Hemitragus_hylocrius	-0.591135448262079	-0.714758399646335	-0.468578221909429	4.8750612633917	-0.247734398598884	-0.274679258282558	-0.219125598045547
Hexaprotodon_liberiensis	-0.452036148150768	-0.578991012798317	-0.333583514296135	5.37107007994002	-0.29812137473081	-0.323627567392564	-0.272431782526929
Hippopotamus_amphibius	-0.288887313578591	-0.408066591865789	-0.177188476360248	6.15152000374827	-0.378172667674838	-0.428837028228668	-0.32859574308114
Hippotragus_niger_niger	-0.318781446459101	-0.436978158870385	-0.21066789259438	5.35698006470036	-0.296675020988948	-0.322402877552907	-0.271528230673557
Hyaena_hyaena	-0.207719974620875	-0.334658091300503	-0.0862596231566063	4.62018916687844	-0.221781937318417	-0.255805052916361	-0.186350270270038
Hydrochoerus_hydrochaeris_dnaZoo	-0.186991757853443	-0.311817901595226	-0.0630788284504599	4.69897000433602	-0.229797357947893	-0.262542568652241	-0.198058887516799
Kobus_ellipsiprymnus	-0.176942190533009	-0.305120328843595	-0.0507338833190255	5.32221991515416	-0.293142805339259	-0.319273668403636	-0.269472061949557
Kobus_leche_leche	-0.355927170265329	-0.476849451632692	-0.236594284442455	5.04433981348253	-0.265023036107838	-0.290084898691713	-0.239975096986378
Lama_glama_dnaZoo	-0.178496185269739	-0.29504415888102	-0.0632916623575585	5.07918124604763	-0.268602347948476	-0.291782612895672	-0.242270789215435
Lama_guanicoe_cacsilensis	-0.179235604969543	-0.294957099975229	-0.0608338366305092	5.07918124604763	-0.268602347948476	-0.291782612895672	-0.242270789215435
Lama_guanicoe_guanicoe	-0.344624001389757	-0.457682596877411	-0.229989167297762	5.07918124604763	-0.268602347948476	-0.291782612895672	-0.242270789215435
Litocranius_walleri_dnaZoo	-0.149687668981582	-0.265913286622512	-0.039474072417269	4.57978016796263	-0.217595993493727	-0.252368678476192	-0.180075224416687
Loxodonta_africana	-0.442207810309497	-0.561116881263594	-0.332302860584401	6.64345267648619	-0.428661758231541	-0.50246960466692	-0.360457725096614
Loxodonta_cyclotis	-0.331166560251125	-0.441735908371441	-0.210164139515167	6.64345267648619	-0.428661758231541	-0.50246960466692	-0.360457725096614
Macropus_fuliginosus_dnaZoo	-0.227807740198987	-0.346625622475404	-0.112032653543789	4.34242268082221	-0.193216382037832	-0.237159126633912	-0.147685482268327
Macropus_giganteus_dnaZoo	-0.170145290752571	-0.292613717492248	-0.0520342811720508	4.41288035846497	-0.200473642669801	-0.24116629009645	-0.156924084089127
Macropus_rufus_dnaZoo	-0.127273935736017	-0.238787984386567	-0.0127539169479396	4.66511173707505	-0.226356279197457	-0.260126010086365	-0.19366819370122
Myrmecophaga_tridactyla	-0.0108946041364698	-0.136683090697302	0.116094509486526	4.34895095517055	-0.193918422274418	-0.237662288860244	-0.148622791959431
Nanger_granti	-0.19704274629341	-0.308714605749254	-0.0812711919466112	4.74036032060879	-0.23404361724103	-0.264495467004499	-0.202509065093772
Odocoileus_hemionus_hemionus	-0.246956867055804	-0.358571851158201	-0.134861673362638	4.73410023625266	-0.233381609558336	-0.264013697255041	-0.201630927841132
Odocoileus_hemionus_sitkensis	-0.391662480010367	-0.518397403716066	-0.261481334387639	4.73410023625266	-0.233381609558336	-0.264013697255041	-0.201630927841132
Odocoileus_virginianus_borealis	-0.104498403030045	-0.218378638804984	0.0227353496557535	4.74436027399116	-0.234461309577517	-0.264897515845057	-0.203087272720583
Odocoileus_virginianus_dnaZoo	-0.0210229969422918	-0.154415728113408	0.111983072878181	4.74436027399116	-0.234461309577517	-0.264897515845057	-0.203087272720583
Okapia_johnstoni_dnaZoo	-0.210226645878615	-0.322856275639961	-0.0949669129119449	5.36172991307319	-0.297148511429791	-0.322761472974775	-0.27183278192264
Oreamnos_americanus	-0.390049966159979	-0.50130356925435	-0.27302715966559	4.86033980364789	-0.24625877001532	-0.273178360475627	-0.216911740875753
Orycteropus_afer_dnaZoo	-0.201908068920053	-0.309211297703206	-0.0861208778185008	4.71892000439364	-0.23184983823951	-0.261804691468205	-0.198493489519419
Oryx_dammah_dnaZoo	-0.221239973069393	-0.33166943992616	-0.0984625518934293	5.30102999566398	-0.29100981985673	-0.316862842596591	-0.267470619482793
Oryx_gazella	-0.260275805885809	-0.378235084886521	-0.146472167434334	5.22789004532761	-0.28351697744867	-0.307402044183557	-0.259039428486542
Ovibos_moschatus	-0.147117557847818	-0.267801111767048	-0.0237349678882158	5.53211851925367	-0.314726510903644	-0.342891765313211	-0.285394763373783
Ovis_ammon	-0.335393835394098	-0.445737146437974	-0.223967427875986	5.25527250510331	-0.28626320483052	-0.310492957746339	-0.26182145018892
Ovis_aries	-0.165733237426026	-0.276413135957832	-0.0457519379640756	4.77815125038364	-0.237868296541513	-0.267582537750541	-0.207554762123077
Ovis_aries_musimon	-0.452057948461849	-0.574770902441503	-0.342259459288251	4.77815125038364	-0.237868296541513	-0.267582537750541	-0.207554762123077
Ovis_canadensis	-0.332368678094515	-0.461256918890442	-0.204631733792554	4.87300014056043	-0.247526086214598	-0.274302023135812	-0.218616189642543
Ovis_dalli	-0.313985164909541	-0.444264569195066	-0.188293798631141	4.74546985106578	-0.234561245713551	-0.264939699963618	-0.203227001053553
Ovis_nivicola_lydekkeri	-0.336433825861352	-0.446787901095613	-0.220791225191021	4.95424250943933	-0.255733866346742	-0.280759399032011	-0.228351344818761
Ovis_orientalis	-0.113546540185454	-0.235910566427505	0.00737739768893117	4.77815125038364	-0.237868296541513	-0.267582537750541	-0.207554762123077
Ovis_vignei	-0.112888233188753	-0.230611054707144	0.0109431773919693	4.77815125038364	-0.237868296541513	-0.267582537750541	-0.207554762123077
Pan_paniscus	-0.277019984170046	-0.38610127878998	-0.171781995694103	4.53148019437709	-0.212676148764904	-0.251068572798017	-0.175439738142586
Pan_troglodytes_ellioti	-0.272136331312755	-0.382583972583237	-0.156269525055298	4.62838893005031	-0.222645377541713	-0.256259562593506	-0.18739906546386
Pan_troglodytes_schweinfurthii	-0.214759420648867	-0.327461049774925	-0.101940097131898	4.62838893005031	-0.222645377541713	-0.256259562593506	-0.18739906546386
Pan_troglodytes_troglodytes	-0.154278005540084	-0.265494972155798	-0.0369563973115559	4.62838893005031	-0.222645377541713	-0.256259562593506	-0.18739906546386
Pan_troglodytes_verus	-0.263266218217305	-0.370960634084092	-0.148661532847777	4.62838893005031	-0.222645377541713	-0.256259562593506	-0.18739906546386
Panthera_leo_PanLeo	-0.303377539079947	-0.410201107937439	-0.188560982610459	5.20817010644345	-0.28148172222683	-0.305274469759168	-0.257073946442897
Panthera_onca_dnaZoo	-0.235488811670745	-0.352481757978911	-0.110743578686835	5	-0.260417195836501	-0.285313793140491	-0.234133441337089
Panthera_pardus	-0.385583954276784	-0.500531249699479	-0.27597924948787	4.74036032060879	-0.23404361724103	-0.264495467004499	-0.202509065093772
Panthera_tigris_altaica	-0.427243667821134	-0.540442157777136	-0.315819959057163	5.21102437685232	-0.281770350955832	-0.305377013954468	-0.257185685952033
Panthera_tigris_dnaZoo	-0.329807334479783	-0.441621672546853	-0.214918400217443	5.21102437685232	-0.281770350955832	-0.305377013954468	-0.257185685952033
Panthera_tigris_jacksoni	-0.359479356899528	-0.470249013015713	-0.247847466441903	5.21102437685232	-0.281770350955832	-0.305377013954468	-0.257185685952033
Panthera_uncia_dnaZoo	-0.204171929680907	-0.328750551045718	-0.09471668962037	4.645097901235	-0.224325541407395	-0.257188588902997	-0.189292102420104
Parahyaena_brunnea	-0.15127569923893	-0.273317750885607	-0.026011938573619	4.50785991789886	-0.210198543812113	-0.250069101794692	-0.172824358492925
Phacochoerus_africanus	-0.0876686628506095	-0.205459025635918	0.0262288347356917	4.91645394854993	-0.251946644926397	-0.277469560769268	-0.22390907688963
Pongo_abelii	-0.208296687374213	-0.3221929457722	-0.0937472798700341	4.75396586586516	-0.235421552734293	-0.265242773862009	-0.203965118068576
Pongo_pygmaeus	-0.296230178292783	-0.404403758104246	-0.183703081036041	4.7570162347313	-0.235722288651618	-0.265609244204381	-0.204486528476256
Pongo_tapanuliensis	-0.205006616528765	-0.314574446640277	-0.0814857393032459	4.75396586586516	-0.235421552734293	-0.265242773862009	-0.203965118068576
Pseudois_nayaur	-0.164923398015119	-0.28771009131576	-0.0401563197309523	4.65321251377534	-0.225137428337206	-0.259183736054838	-0.191875718847205
Puma_concolor_dnaZoo	-0.365431230559097	-0.485660363335498	-0.251565938841328	4.71264970162721	-0.231228340845346	-0.263394453694288	-0.199719344461847
Rangifer_tarandus_caribou	-0.144926573854789	-0.263694983994807	-0.0243042497924966	4.93467011513067	-0.253748870604896	-0.279133248808902	-0.226224608708366
Rangifer_tarandus_sibiricus	-0.0304657315277809	-0.150074682624471	0.0973885719015879	4.93467011513067	-0.253748870604896	-0.279133248808902	-0.226224608708366
Rangifer_tarandus_tarandus	-0.0838557616929852	-0.203309950337588	0.0370407787571862	4.93467011513067	-0.253748870604896	-0.279133248808902	-0.226224608708366
Redunca_redunca	-0.177013177933751	-0.292552274336226	-0.0648463967137988	4.64394985638039	-0.224196524372157	-0.258043207453041	-0.19008347628156
Rhinoceros_unicornis	-0.511309470196453	-0.632375872386937	-0.39561439432052	6.20475277706271	-0.383589552196989	-0.43639796453541	-0.331821668108904
Sus_scrofa_scrofa	-0.346826310565868	-0.452690031514164	-0.231183579431184	5.00454534317478	-0.260917857330105	-0.285850854481887	-0.234801672471144
Syncerus_caffer	-0.153725792685088	-0.284043839144555	-0.0307365177626272	5.76343001527392	-0.338386812822573	-0.374647448077098	-0.303472163942311
Tapirus_indicus_dnaZoo	-0.377995985505713	-0.485883782642633	-0.263504916336099	5.47165835901816	-0.308480178398548	-0.336041511445581	-0.281393566217761
Tapirus_terrestris_dnaZoo	-0.121283440931118	-0.239237243014332	0.00122829120789727	5.31701998473094	-0.292648464880602	-0.318387374173845	-0.268798615639958
Tragelaphus_eurycerus	-0.384622362528981	-0.496960881530505	-0.270117980279988	5.51719999006715	-0.313240996185944	-0.341162994391276	-0.284376507015315
Tragelaphus_oryx	-0.163897064868841	-0.284372300512209	-0.045562708263512	5.7558699793562	-0.337662543220384	-0.374077820814887	-0.30348688370573
Tragelaphus_scriptus	-0.123151602088222	-0.241633403207993	-0.0107336819269106	4.63599012837862	-0.223372454864471	-0.256859447395977	-0.188419528911264
Tragelaphus_spekii	-0.495873351508068	-0.623594864139748	-0.371078548544488	4.89209014836526	-0.249467970253098	-0.275285678462521	-0.220566358195137
Tragelaphus_strepsiceros	-0.270036621951974	-0.389051123464324	-0.145370669780986	5.32939991352247	-0.293895259540274	-0.319980065896861	-0.270006809006791
Tremarctos_ornatus_dnaZoo	-0.311214075577346	-0.438748620721618	-0.183495375439815	5.14612989693631	-0.275266094853579	-0.298814726424381	-0.250209589676054
Ursus_americanus_dnaZoo	-0.465830776090503	-0.582256028227704	-0.35112376268428	4.99978019137588	-0.260390421697985	-0.285290947289825	-0.23410666842377
Ursus_arctos_dnaZoo	-0.403905327841703	-0.518103126003671	-0.291787224022581	5.25652628716586	-0.286389097480038	-0.310652747648207	-0.261950887296887
Ursus_arctos_horribilis	-0.313097220752473	-0.429376232718999	-0.200761745976797	5.25652628716586	-0.286389097480038	-0.310652747648207	-0.261950887296887
Ursus_maritimus_dnaZoo	-0.271126594743587	-0.403186474769749	-0.151549631597493	5.25652628716586	-0.286389097480038	-0.310652747648207	-0.261950887296887
Ursus_thibetanus_japonicus	-0.420798204956092	-0.539543410246613	-0.308094647742615	4.88930170250631	-0.249196023876959	-0.275073378822995	-0.220197602991836
Ursus_thibetanus_thibetanus	-0.160031082784942	-0.284675861146734	-0.0462023055886126	4.88930170250631	-0.249196023876959	-0.275073378822995	-0.220197602991836
Vicugna_pacos_dnaZoo	-0.0710514799609902	-0.205568546753471	0.0514558741889203	4.67668995239278	-0.227515942932116	-0.260450085673858	-0.194623741686359
Vicugna_vicugna_mensalis	-0.262586324039394	-0.378874166397141	-0.148833417589211	4.67668995239278	-0.227515942932116	-0.260450085673858	-0.194623741686359
Vicugna_vicugna_vicugna	-0.092071597236467	-0.216178449554948	0.0387822946288495	4.67668995239278	-0.227515942932116	-0.260450085673858	-0.194623741686359
